,0,1,2,3,4,5,6,7
0,331,205,36,74,164,363,202,448
1,173,392,41,63,257,380,213,444
2,14,8,134,106,19,21,4,9
3,7,0,6,308,0,24,4,61
4,50,136,0,0,850,279,80,174
5,118,131,0,3,159,1712,410,815
6,52,26,0,1,12,473,919,1001
7,26,14,0,2,12,227,250,5372
