,0,1,2,3,4,5,6,7
0,126,162,243,380,423,304,153,32
1,86,145,285,500,467,334,133,13
2,15,36,69,111,60,17,7,0
3,2,10,29,118,142,74,33,2
4,10,45,156,335,512,399,98,14
5,9,31,138,473,1001,1221,433,42
6,1,1,34,131,545,988,692,92
7,0,0,5,54,320,1421,2919,1184
