,0,1,2,3,4,5,6,7
0,94,135,250,367,464,347,144,22
1,78,136,278,446,517,357,140,11
2,0,11,27,63,124,71,18,1
3,0,1,2,24,94,175,104,10
4,13,40,141,325,607,355,82,6
5,9,36,120,384,1027,1239,495,38
6,0,3,19,164,621,1103,526,48
7,0,0,5,46,386,1972,2803,691
