,0,1,2,3,4,5,6,7
0,476,237,18,43,114,358,176,401
1,268,477,30,44,187,368,193,396
2,30,17,112,89,17,36,5,9
3,21,3,13,279,0,32,4,58
4,106,174,0,2,760,277,91,159
5,194,161,1,22,166,1648,409,747
6,97,40,0,7,21,450,894,975
7,47,18,0,8,12,291,240,5287
