,0,1,2,3,4,5,6,7
0,445,264,0,5,61,423,145,480
1,271,443,0,8,114,483,174,470
2,34,29,1,15,28,176,6,26
3,15,3,0,48,0,231,6,107
4,98,185,0,0,400,374,83,429
5,163,139,0,10,104,1598,267,1067
6,88,39,0,1,15,431,613,1297
7,28,14,0,3,6,367,134,5351
