,0,1,2,3,4,5,6,7
0,453,283,18,25,112,373,166,393
1,300,432,14,17,224,419,176,381
2,26,21,33,32,19,167,3,14
3,16,5,10,122,0,187,2,68
4,119,213,6,6,398,372,136,319
5,219,242,6,61,183,1414,352,871
6,131,67,1,7,50,408,666,1154
7,58,34,0,13,16,363,181,5238
