,0,1,2,3,4,5,6,7
0,389,219,59,60,226,307,171,392
1,274,333,76,49,357,309,184,381
2,34,7,148,80,11,22,4,9
3,16,3,54,261,0,13,6,57
4,150,142,18,2,722,293,84,158
5,237,139,9,79,310,1361,442,771
6,179,27,1,27,61,365,845,979
7,69,18,0,29,18,217,310,5242
